simulation_profile,"I am someone who Is outgoing, sociable.","I am someone who Is compassionate, has a soft heart.",I am someone who Tends to be disorganized.,"I am someone who Is relaxed, handles stress well.",I am someone who Has few artistic interests.,I am someone who Has an assertive personality.,"I am someone who Is respectful, treats others with respect.",I am someone who Tends to be lazy.,I am someone who Stays optimistic after experiencing a setback.,I am someone who Is curious about many different things.,I am someone who Rarely feels excited or eager.,I am someone who Tends to find fault with others.,"I am someone who Is dependable, steady.","I am someone who Is moody, has up and down mood swings.","I am someone who Is inventive, finds clever ways to do things.",I am someone who Tends to be quiet.,I am someone who Feels little sympathy for others.,"I am someone who Is systematic, likes to keep things in order.",I am someone who Can be tense.,"I am someone who Is fascinated by art, music, or literature.","I am someone who Is dominant, acts as a leader.",I am someone who Starts arguments with others.,I am someone who Has difficulty getting started on tasks.,"I am someone who Feels secure, comfortable with self.","I am someone who Avoids intellectual, philosophical discussions.",I am someone who Is less active than other people.,I am someone who Has a forgiving nature.,I am someone who Can be somewhat careless.,"I am someone who Is emotionally stable, not easily upset.",I am someone who Has little creativity.,"I am someone who Is sometimes shy, introverted.",I am someone who Is helpful and unselfish with others.,I am someone who Keeps things neat and tidy.,I am someone who Worries a lot.,I am someone who Values art and beauty.,I am someone who Finds it hard to influence people.,I am someone who Is sometimes rude to others.,"I am someone who Is efficient, gets things done.",I am someone who Often feels sad.,"I am someone who Is complex, a deep thinker.",I am someone who Is full of energy.,I am someone who Is suspicious of others’ intentions.,"I am someone who Is reliable, can always be counted on.",I am someone who Keeps their emotions under control.,I am someone who Has difficulty imagining things.,I am someone who Is talkative.,I am someone who Can be cold and uncaring.,"I am someone who Leaves a mess, doesn’t clean up.",I am someone who Rarely feels anxious or afraid.,I am someone who Thinks poetry and plays are boring.,I am someone who Prefers to have others take charge.,"I am someone who Is polite, courteous to others.","I am someone who Is persistent, works until the task is finished.","I am someone who Tends to feel depressed, blue.",I am someone who Has little interest in abstract Ideas.,I am someone who Shows a lot of Enthusiasm.,I am someone who Assumes the best about people.,I am someone who Sometimes behaves irresponsibly.,"I am someone who Is temperamental, gets emotional easily.","I am someone who Is original, comes up with new Ideas."
"a bit conscientious, a bit hardworking, a bit thorough, a bit practical and a bit orderly",2,2,1,3,3,3,5,1,3,4,2,2,5,1,2,4,1,5,3,4,2,1,2,4,3,2,3,1,4,2,4,5,5,4,4,3,1,5,2,4,4,2,5,4,3,3,1,1,3,5,1,5,5,2,3,4,3,2,1,2
"a bit messy, a bit undisciplined, a bit negligent, a bit careless and a bit impractical",5,5,4,4,3,3,5,4,5,5,3,3,3,4,4,3,3,3,3,5,3,5,4,3,3,4,5,4,3,3,4,5,3,3,5,3,4,3,4,5,5,3,3,3,3,4,3,4,5,3,4,5,4,4,3,5,3,4,4,4
"a bit orderly, a bit self-disciplined, a bit conscientious, a bit thorough and a bit practical",2,2,1,3,2,4,5,1,3,4,2,2,5,1,2,4,1,5,2,4,2,1,2,5,2,3,3,1,4,2,4,5,5,4,4,3,1,5,2,4,4,2,5,4,3,2,1,1,3,5,2,5,5,2,2,2,3,1,1,2
"a bit undisciplined, a bit extravagant, a bit careless, a bit impractical and a bit disorganized",5,5,4,4,3,3,5,4,4,5,3,3,3,4,4,3,5,3,3,5,3,5,4,3,3,4,4,4,3,3,4,5,3,3,5,3,4,3,4,4,5,3,3,3,4,4,3,4,3,5,4,5,3,4,3,5,3,4,4,4
"a bit self-disciplined, a bit thrifty, a bit thorough, a bit practical and a bit organized",2,2,2,3,3,3,5,1,4,4,2,3,5,1,4,4,1,5,2,4,2,1,2,5,3,3,3,2,4,3,4,4,5,4,4,3,1,5,2,4,4,3,5,4,3,2,1,1,3,5,2,5,5,3,3,2,3,2,1,2
"a bit unsure, a bit undisciplined, a bit negligent, a bit lazy and a bit disorganized",5,5,4,3,3,3,5,4,4,5,3,3,3,4,4,3,3,3,3,5,3,5,4,3,4,4,3,4,3,3,4,5,3,3,5,4,4,3,4,4,3,3,3,3,3,4,3,5,5,4,4,5,2,4,3,4,3,4,4,4
"a bit self-efficacious, a bit self-disciplined, a bit conscientious, a bit hardworking and a bit organized",2,4,2,3,3,4,5,2,4,5,2,2,5,3,4,4,2,5,4,5,2,1,2,4,3,2,3,2,4,2,4,4,5,4,5,3,1,5,4,5,4,3,5,4,3,2,2,1,3,2,2,5,5,2,3,4,3,2,2,4
"a bit happy, a bit unselfconscious, a bit easygoing, a bit emotionally stable and a bit at ease",5,5,2,5,3,3,5,2,4,5,2,1,5,2,4,4,1,2,2,5,2,1,3,5,3,3,4,3,5,3,4,5,4,2,5,3,1,4,2,4,4,2,5,4,3,4,2,2,5,2,3,5,4,1,3,5,4,2,1,4
"a bit depressed, a bit self-conscious, a bit anxious, a bit emotionally unstable and a bit nervous",3,5,4,3,3,3,5,5,3,5,4,4,2,5,4,5,5,3,4,5,3,1,4,3,3,4,3,4,3,3,4,5,3,5,5,4,5,3,5,5,3,4,3,3,4,3,3,5,2,5,5,5,4,5,3,3,3,4,5,4
"a bit contented, a bit calm, a bit relaxed, a bit unselfconscious and a bit easygoing",2,5,2,5,3,3,5,2,4,5,4,1,5,2,4,5,1,2,2,5,3,1,3,5,3,4,5,3,5,3,4,5,4,2,5,3,1,4,2,4,2,1,5,4,3,2,2,1,5,2,2,5,4,1,3,4,4,2,1,4
"a bit discontented, a bit angry, a bit tense, a bit self-conscious and a bit anxious",2,3,4,3,3,4,5,5,3,5,5,5,3,4,4,4,5,3,4,5,2,5,5,3,4,4,3,4,3,5,4,5,4,5,5,4,4,4,4,5,3,4,3,3,4,3,4,5,1,5,5,5,4,4,3,2,3,4,5,4
"a bit contented, a bit emotionally stable, a bit easygoing, a bit relaxed and a bit at ease",4,5,2,5,3,3,5,2,4,5,4,1,5,2,4,5,1,4,2,5,3,1,3,5,3,4,4,3,5,3,4,5,4,2,5,3,1,4,2,4,2,2,5,5,3,4,2,1,5,2,2,5,4,1,3,4,4,2,1,4
"a bit discontented, a bit emotionally unstable, a bit anxious, a bit tense and a bit nervous",3,5,4,3,3,3,5,5,3,5,5,4,3,5,3,3,5,3,4,5,3,5,5,3,3,4,3,4,2,3,4,5,3,5,5,4,4,3,4,5,4,4,3,3,4,3,3,5,2,5,5,5,4,5,3,3,3,4,5,3
"a bit relaxed, a bit patient, a bit easygoing, a bit contented and a bit at ease",2,5,2,5,3,3,5,2,4,5,4,1,5,1,4,5,1,3,2,5,2,1,3,5,3,4,5,2,5,3,4,5,4,2,5,3,1,2,2,4,2,1,5,4,3,2,2,1,5,2,2,5,4,1,3,2,4,2,1,4
"a bit tense, a bit irritable, a bit anxious, a bit discontented and a bit nervous",2,3,4,3,3,4,5,1,3,5,5,4,2,4,4,3,5,3,4,5,2,5,4,3,3,4,3,4,3,3,4,5,4,5,5,4,4,4,4,5,2,4,3,3,4,3,3,5,2,5,5,5,4,4,3,2,3,4,4,4
"a bit happy, a bit at ease, a bit relaxed, a bit contented and a bit patient",4,5,2,5,3,3,5,2,4,5,2,1,5,2,4,5,1,4,2,5,2,1,3,5,3,4,4,2,5,3,4,5,4,2,5,3,1,4,2,5,2,3,5,4,3,2,3,1,5,2,2,5,4,1,3,4,4,2,1,4
"a bit depressed, a bit nervous, a bit tense, a bit discontented and a bit irritable",3,3,4,3,3,3,5,5,3,5,5,4,3,5,3,4,1,3,4,5,3,5,5,3,3,4,3,4,3,3,4,5,3,5,5,4,4,3,5,5,3,4,3,3,4,3,3,5,3,5,5,5,4,5,3,3,3,4,5,3
"a bit happy, a bit easygoing, a bit contented, a bit patient and a bit emotionally stable",4,5,2,5,3,3,5,2,4,5,2,1,5,2,4,4,1,4,2,5,2,1,3,5,3,3,5,2,5,3,4,5,4,2,5,3,1,4,2,4,2,1,5,5,3,3,1,1,5,2,3,5,4,1,3,4,4,2,1,4
"a bit depressed, a bit anxious, a bit discontented, a bit irritable and a bit emotionally unstable",3,3,4,3,3,3,5,4,3,5,5,4,2,5,3,5,5,3,4,5,3,5,5,3,3,4,3,4,3,3,4,5,3,5,5,4,4,3,5,5,3,4,3,3,3,3,3,5,5,5,5,5,4,5,3,3,3,4,5,3
"a bit easygoing, a bit contented, a bit calm, a bit at ease and a bit happy",2,5,2,5,3,3,5,2,5,5,4,1,5,2,2,5,1,2,2,5,3,1,3,5,3,4,5,2,5,3,4,5,4,2,5,3,1,4,2,3,2,1,5,4,3,2,2,1,5,2,3,5,3,1,3,2,5,2,1,4
"a bit anxious, a bit discontented, a bit angry, a bit nervous and a bit depressed",3,5,4,3,3,3,5,5,3,5,5,5,3,5,4,5,5,3,5,5,2,5,4,3,3,4,3,4,3,3,4,5,3,5,5,4,4,4,5,5,3,4,3,3,4,3,3,5,2,5,5,5,4,5,3,3,3,4,5,4
"a bit unimaginative, a bit emotionally closed, a bit unaesthetic, a bit predictable and a bit unreflective",3,2,3,3,4,3,5,4,3,3,4,4,5,2,3,4,3,5,3,2,2,5,4,3,3,3,3,4,4,4,3,5,5,4,3,4,4,5,2,3,3,3,5,5,4,3,4,5,3,5,4,5,5,2,3,2,3,4,2,3
"a bit imaginative, a bit emotionally aware, a bit aesthetic, a bit spontaneous and a bit reflective",4,5,2,4,2,3,5,2,4,5,2,3,3,4,5,3,1,3,2,5,3,1,3,4,3,3,4,2,3,2,4,5,2,3,5,3,1,3,4,5,4,3,3,3,2,4,1,1,3,2,3,5,3,2,3,5,4,4,4,5
"a bit unaesthetic, a bit emotionally closed, a bit unintelligent, a bit socially conservative and a bit uninquisitive",3,2,4,4,4,3,5,4,3,3,3,4,4,3,3,4,4,4,4,2,2,5,4,3,4,3,3,4,4,3,4,4,4,3,3,3,4,5,4,3,3,3,5,4,3,3,4,5,5,5,4,5,4,4,4,3,3,4,2,3
"a bit aesthetic, a bit emotionally aware, a bit intelligent, a bit socially progressive and a bit curious",4,5,4,4,2,3,5,2,4,5,2,2,4,4,5,4,1,3,4,5,2,1,3,5,3,3,4,2,3,2,4,5,5,4,5,3,1,4,4,5,4,2,4,3,3,4,2,1,3,2,2,5,5,4,3,5,4,2,4,5
"a bit socially conservative, a bit uncreative, a bit artistically unappreciative, a bit unimaginative and a bit emotionally closed",2,2,3,3,4,3,5,3,3,3,4,4,5,3,3,4,4,4,4,2,2,1,3,3,4,3,3,4,4,4,4,5,5,4,3,3,4,5,3,3,3,4,5,4,4,3,4,5,3,5,3,5,5,4,4,3,3,3,3,3
"a bit socially progressive, a bit creative, a bit artistically appreciative, a bit imaginative and a bit emotionally aware",4,5,2,4,2,3,5,2,4,5,2,2,3,4,5,3,1,3,3,5,2,1,3,5,3,3,4,2,3,2,4,5,2,4,5,3,1,3,4,5,4,3,3,3,2,4,2,1,3,2,2,5,5,4,2,5,5,2,4,5
"a bit socially conservative, a bit uncreative, a bit emotionally closed, a bit predictable and a bit unaesthetic",2,3,3,3,4,3,5,3,3,3,4,4,5,3,3,4,4,4,4,2,2,1,3,4,4,3,3,4,4,3,4,5,5,4,3,3,5,5,4,3,3,4,5,5,4,2,4,5,3,5,3,5,5,4,4,3,3,3,3,3
"a bit socially progressive, a bit creative, a bit emotionally aware, a bit spontaneous and a bit aesthetic",4,5,4,4,2,3,5,2,4,5,2,3,3,4,5,3,1,3,3,5,3,1,3,5,3,3,4,2,3,2,4,5,3,3,5,3,1,3,4,5,4,3,3,3,3,4,2,2,3,2,3,5,4,3,3,5,4,4,4,5
"a bit unintelligent, a bit unaesthetic, a bit uncreative, a bit unsophisticated and a bit unimaginative",3,5,4,3,4,3,5,4,3,3,3,3,5,3,3,3,3,3,3,3,3,5,4,3,4,3,3,4,3,3,3,5,3,4,3,4,4,4,4,3,3,3,5,3,4,3,3,4,3,5,4,5,4,4,3,5,3,4,4,3
"a bit intelligent, a bit aesthetic, a bit creative, a bit sophisticated and a bit imaginative",4,5,2,4,2,3,5,2,4,5,2,3,3,3,5,4,1,2,3,5,2,1,3,5,5,3,3,2,3,2,4,5,4,3,5,3,1,4,4,5,4,3,3,3,2,3,3,1,3,2,3,5,5,2,3,5,4,4,2,5
"a bit unanalytical, a bit emotionally closed, a bit unimaginative, a bit socially conservative and a bit artistically unappreciative",3,3,3,3,4,3,5,4,3,3,3,3,4,3,3,4,3,3,3,3,2,5,4,3,4,3,3,4,3,4,4,3,5,3,3,3,4,4,3,3,3,3,5,4,4,3,4,5,5,5,4,5,4,3,4,3,3,4,3,3
"a bit analytical, a bit emotionally aware, a bit imaginative, a bit socially progressive and a bit artistically appreciative",4,5,2,4,2,4,5,2,4,5,2,2,4,3,5,3,1,4,3,5,2,1,3,5,3,3,4,2,3,2,4,5,3,4,5,3,1,4,4,5,4,3,4,3,2,3,2,1,3,2,2,5,5,2,3,5,4,2,2,5
"a bit unaesthetic, a bit artistically unappreciative, a bit uncreative, a bit predictable and a bit unimaginative",3,5,3,3,3,3,5,3,3,3,3,4,5,3,3,3,3,3,3,3,3,5,3,3,3,3,3,3,3,3,3,5,3,4,3,3,4,4,3,3,3,3,5,3,4,3,3,5,5,5,3,5,3,3,3,3,3,3,3,3
"a bit aesthetic, a bit artistically appreciative, a bit creative, a bit spontaneous and a bit imaginative",4,4,2,4,2,2,5,1,4,5,2,1,3,3,5,3,1,3,2,5,1,1,3,4,3,3,3,2,3,1,4,3,3,3,5,3,1,3,3,5,4,3,3,3,2,2,1,1,3,2,3,5,3,2,2,5,4,2,3,5
"neither silent nor talkative, neither inactive nor active, neither timid nor bold, neither unassertive nor assertive, and neither introverted nor extraverted",3,5,3,5,3,3,5,3,4,5,3,3,5,3,4,3,3,4,3,5,3,3,3,5,3,3,3,3,5,3,3,5,3,3,5,3,3,5,3,5,3,3,5,3,3,3,3,3,5,3,3,5,5,3,3,3,3,3,3,4
"neither gloomy nor cheerful, neither inactive nor active, neither timid nor bold, neither unassertive nor assertive, and neither unadventurous nor adventurous and daring",3,5,3,5,3,3,5,3,3,5,3,3,5,3,4,3,3,5,3,5,3,3,3,5,3,3,3,3,5,3,3,5,4,3,5,3,3,5,3,5,3,3,5,3,3,3,3,3,5,3,3,5,5,3,3,3,3,3,3,4
"neither unassertive nor assertive, neither gloomy nor cheerful, neither unadventurous nor adventurous and daring, neither unenergetic nor energetic, and neither introverted nor extraverted",3,5,3,5,3,3,5,3,3,5,3,3,5,3,3,3,3,4,3,5,3,3,3,5,3,3,3,3,5,3,3,5,3,3,5,3,3,4,3,5,3,3,5,3,3,3,3,3,5,3,3,5,4,3,3,3,3,3,3,3
"neither silent nor talkative, neither unfriendly nor friendly, neither unassertive nor assertive, neither gloomy nor cheerful, and neither unadventurous nor adventurous and daring",3,5,3,5,3,3,5,3,4,5,3,3,5,3,5,3,3,5,3,5,3,3,3,5,3,3,3,3,5,3,3,5,4,3,5,3,3,5,3,5,3,3,5,4,3,3,3,3,4,3,3,5,5,3,3,3,3,3,3,5
"neither stingy nor generous, neither selfish nor unselfish, neither dishonest nor honest, neither self-important nor humble, and neither distrustful nor trustful",3,5,3,5,3,3,5,3,3,5,3,3,5,3,4,3,3,3,3,5,3,3,3,5,3,3,3,3,5,3,3,3,3,3,5,3,3,5,3,5,4,3,5,3,3,3,3,3,3,3,3,5,5,3,3,3,3,3,3,3
"neither selfish nor unselfish, neither stingy nor generous, neither dishonest nor honest, neither unaltruistic nor altruistic, and neither unkind nor kind",5,5,3,5,3,3,5,3,4,5,3,3,5,3,5,3,3,5,3,5,3,3,3,5,3,3,3,3,5,3,3,3,5,3,5,3,3,5,3,5,4,3,5,3,3,3,3,3,3,3,3,5,5,3,3,5,3,3,3,5
"neither selfish nor unselfish, neither unsympathetic nor sympathetic, neither self-important nor humble, neither uncooperative nor cooperative, and neither distrustful nor trustful",5,5,3,5,3,3,5,3,4,5,3,3,5,3,5,3,3,5,3,5,3,3,3,5,3,3,3,3,5,3,4,3,4,3,5,3,3,5,3,5,4,3,5,3,3,3,3,3,3,3,3,5,5,3,3,4,3,3,3,5
"neither uncooperative nor cooperative, neither unkind nor kind, neither self-important nor humble, neither disagreeable nor agreeable, and neither unsympathetic nor sympathetic",3,3,3,4,3,3,5,3,3,5,3,3,5,3,3,3,3,4,3,5,3,3,3,3,3,3,3,3,5,3,3,3,3,3,5,3,3,5,3,5,3,3,5,3,3,3,3,3,3,3,3,3,5,3,3,3,3,3,3,3
"neither lazy nor hardworking, neither irresponsible nor responsible, neither undisciplined nor self-disciplined, neither careless nor thorough, and neither negligent nor conscientious",3,5,3,4,3,3,5,3,3,5,3,3,3,3,5,3,3,3,3,5,3,3,3,5,3,3,3,3,5,3,3,5,3,3,5,3,3,3,3,5,3,3,3,3,3,3,3,3,3,3,3,5,3,3,3,3,3,3,3,5
"neither irresponsible nor responsible, neither lazy nor hardworking, neither undisciplined nor self-disciplined, neither impractical nor practical, and neither unsure nor self-efficacious",3,5,3,4,3,3,5,3,3,5,3,3,3,3,4,3,3,3,3,5,3,3,3,5,3,3,3,3,5,3,3,3,3,3,5,3,3,3,3,5,3,3,3,3,3,3,3,3,3,3,3,5,3,3,3,3,3,3,3,5
"neither undisciplined nor self-disciplined, neither impractical nor practical, neither extravagant nor thrifty, neither careless nor thorough, and neither negligent nor conscientious",3,5,3,5,3,3,5,3,3,5,3,3,3,3,4,3,3,3,3,5,3,3,3,5,3,3,3,3,5,3,4,5,3,3,5,3,3,3,3,5,3,3,3,3,3,3,3,3,3,3,3,5,3,3,3,3,3,3,3,3
"neither messy nor orderly, neither disorganized nor organized, neither irresponsible nor responsible, neither impractical nor practical, and neither negligent nor conscientious",3,5,3,4,3,3,5,3,4,5,3,3,3,3,4,3,3,3,3,5,3,3,3,5,3,3,3,3,3,3,3,5,3,3,5,3,3,3,3,5,3,3,3,3,3,3,3,3,3,3,3,5,5,3,3,4,3,3,3,4
"neither easygoing nor anxious, neither relaxed nor tense, neither happy nor depressed, neither patient nor irritable, and neither level-headed nor impulsive",3,5,3,3,3,3,5,3,3,5,3,3,4,3,5,3,3,4,3,5,3,1,3,4,3,3,3,3,5,3,3,5,3,3,5,3,3,5,3,5,3,3,5,3,3,3,3,3,5,5,3,5,5,2,3,3,3,3,3,5
"neither level-headed nor impulsive, neither calm nor angry, neither emotionally stable nor emotionally unstable, neither at ease nor nervous, and neither relaxed nor tense",3,3,3,3,3,3,5,3,3,5,3,3,3,3,5,3,3,3,3,5,3,3,3,3,3,3,3,3,3,3,3,5,3,3,5,3,3,5,3,5,3,3,3,3,3,3,3,3,5,3,3,5,5,3,3,3,3,3,3,5
"neither patient nor irritable, neither easygoing nor anxious, neither happy nor depressed, neither emotionally stable nor emotionally unstable, and neither at ease nor nervous",3,3,3,3,3,3,5,3,3,5,3,3,3,3,3,3,3,3,3,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,3,3,3,3,5,3,3,3,3,3,3,3,3,5,3,3,5,3,3,3,3,3,3,3,3
"neither relaxed nor tense, neither unselfconscious nor self-conscious, neither emotionally stable nor emotionally unstable, neither calm nor angry, and neither level-headed nor impulsive",3,5,3,3,3,3,5,3,3,5,3,3,3,3,5,3,3,4,3,5,3,3,3,3,3,3,3,3,4,3,3,5,3,3,5,3,3,5,3,5,3,3,5,3,3,3,3,3,5,3,3,5,5,3,3,4,3,3,3,3
"neither unimaginative nor imaginative, neither unreflective nor reflective, neither predictable nor spontaneous, neither unintelligent nor intelligent, and neither uncreative nor creative",3,5,3,5,3,3,5,3,3,5,3,3,5,3,3,3,3,3,3,5,3,3,3,3,3,3,3,3,5,3,3,5,3,3,5,3,3,5,3,5,3,3,5,3,3,3,3,3,3,3,3,5,5,3,3,3,3,3,3,3
"neither unimaginative nor imaginative, neither uncreative nor creative, neither uninquisitive nor curious, neither socially conservative nor socially progressive, and neither unreflective nor reflective",3,3,3,3,3,3,5,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,5,3,3,5,3,3,3,3,3,3,3,3,5,5,3,3,3,3,3,3,3
"neither unsophisticated nor sophisticated, neither unreflective nor reflective, neither emotionally closed nor emotionally aware, neither uncreative nor creative, and neither artistically unappreciative nor artistically appreciative",4,4,3,5,3,3,5,3,4,5,3,3,5,3,4,3,3,4,3,4,3,3,3,5,3,3,3,3,5,3,3,5,4,3,4,3,3,4,3,4,4,3,5,3,3,3,3,3,3,3,3,5,5,3,3,4,3,3,3,3
"neither socially conservative nor socially progressive, neither predictable nor spontaneous, neither emotionally closed nor emotionally aware, neither unsophisticated nor sophisticated, and neither unaesthetic nor aesthetic",3,5,3,5,3,3,5,3,4,5,3,3,4,3,5,3,3,3,3,5,3,3,3,5,3,3,4,3,4,3,4,5,3,3,5,3,3,5,3,5,4,3,3,3,3,3,3,3,4,3,3,5,5,3,3,4,3,3,3,5
